CatalogEntryParentCatalogGroupRelationship
PartNumber,ParentGroupIdentifier,Sequence
DHT70,imaginext-dc-super-friends,0
DHT70,action-figure,0
DHT70,for-girls,0
DHT70,holiday-gift-guide,0
DHT70,playsets-action-figures,0
DHT70,imaginext,0
DHT70,toys-for-4-year-olds,0
DHT70,toys-for-5-year-olds,0
DHT70,toys-for-3-year-olds,0
DHH65,imaginext,0
DHH65,imaginext-pirates,0
DHH65,playsets-action-figures,0
DHH65,playsets,0
DHH65,toy-planes-boats,0
DHH65,toy-cars-trains-train-sets,0
DHH65,toys-for-5-year-olds,0
DHH65,toys-for-4-year-olds,0
DHH65,toys-for-3-year-olds,0
DHH65,action-figure,0
DHH65,holiday-gift-guide,0
DHH65,for-boys,0
DHH66,toys-for-5-year-olds,0
DHH66,holiday-gift-guide,0
DHH66,toys-for-3-year-olds,0
DHH66,action-figure,0
DHH66,playsets,0
DHH66,for-boys,0
DHH66,imaginext,0
DHH66,toys-for-4-year-olds,0
DHH66,imaginext-pirates,0
DHH66,playsets-action-figures,0
DHH74,playsets-action-figures,169
DHH74,playsets,140
DHH74,imaginext,53
DHH74,action-figure,51
DHH74,imaginext-pirates,8
DHH74,toys-for-5-year-olds,0
DHH74,toys-for-4-year-olds,0
DHH74,toys-for-3-year-olds,0
DHH75,playsets,0
DHH75,imaginext-pirates,0
DHH75,playsets-action-figures,0
DHH75,imaginext,0
DHH75,toys-for-5-year-olds,0
DHH75,action-figure,0
DHH75,toys-for-4-year-olds,0
DHH75,toys-for-3-year-olds,0
DHH76,playsets-action-figures,171
DHH76,playsets,142
DHH76,imaginext,55
DHH76,action-figure,53
DHH76,imaginext-pirates,10
DHH76,toys-for-5-year-olds,0
DHH76,toys-for-4-year-olds,0
DHH76,toys-for-3-year-olds,0
CDB84,toy-trains-sets,0
CDB84,thomas-friends,0
CDB84,toys-for-4-year-olds,0
CDB84,thomas-friends-trackmaster,0
CDB84,toys-for-5-year-olds,0
CDB84,thomas-friends-toys,0
CDB84,toy-cars-trains-train-sets,0
CDB84,toys-for-3-year-olds,0
CDB85,thomas-friends,0
CDB85,thomas-friends-toys,0
CDB85,toy-cars-trains-train-sets,0
CDB85,toys-for-4-year-olds,0
CDB85,toys-for-3-year-olds,0
CDB85,toys-for-5-year-olds,0
CDB85,toy-trains-sets,0
CDB85,thomas-friends-trackmaster,0
CDB86,csr_fp_nla_,0
DMC76,csr_fp_nla_,0
DMC78,clearance-toys-gear,0
DNF04,toys-for-3-year-olds,0
DNF04,shimmer-and-shine-toys,0
DNF04,toys-for-4-year-olds,0
DNF04,toys-for-5-year-olds,0
DNF04,accessories,0
DNF04,role-play-toys,0
DNF05,toys-for-4-year-olds,0
DNF05,toys-for-5-year-olds,0
DNF05,role-play-toys,0
DNF05,shimmer-and-shine-toys,0
DNF05,toys-for-3-year-olds,0
DNF05,accessories,0
DYK00,shop-baby-toys,0
DYK00,toys-for-2-year-olds,0
DYK00,toys-12-18-months,0
DYK00,bright-beats,0
DYK00,baby-toys,0
DYK00,award-winning-toys-gear,0
DYK00,early-learning-toys,0
DYK00,infant-baby-toys-gear,0
DYK00,holiday-gift-guide,0
DYK00,fisherprice-promo5,0
DYK00,for-girls,0
DYK00,interactive-toys,0
DYK00,musical-toys,0
DYK00,tech-toys,0
DYK00,toys-for-1-year-olds,0
