CatalogEntryParentCatalogGroupRelationship
PartNumber,ParentGroupIdentifier,Sequence
CGW49,hot-wheels-cars-vehicles,20
CGW49,hot-wheels,99
CGW49,vehicles-remote-control-cars,99
CGW53,csr_sm_nla_,0
CGW58,toys-for-collectors,0
CGW58,collectible-toys,0
CGW58,collectible-toy-vehicles,0
CGW58,hot-wheels-collectibles,0
CGW58,star-wars-toys,0
CGW58,star-wars-hot-wheels,0
CGW58,all-brands,0
CGW58,hot-wheels-single-cars,0
CGW58,hot-wheels-cars-vehicles,0
CGW58,hot-wheels,0
CGW58,vehicles-remote-control-cars,0
CGW60,csr_sm_nla_,0
CGW66,toys-for-collectors,0
CGW66,collectible-toys,0
CGW66,collectible-toy-vehicles,0
CGW66,hot-wheels-collectibles,0
CGW66,star-wars-toys,0
CGW66,star-wars-hot-wheels,0
CGW66,all-brands,0
CGW66,hot-wheels-single-cars,0
CGW66,hot-wheels-cars-vehicles,0
CGW66,hot-wheels,0
CGW66,vehicles-remote-control-cars,0
CGW69,toys-for-collectors,0
CGW69,collectible-toys,0
CGW69,collectible-toy-vehicles,0
CGW69,hot-wheels-collectibles,0
CGW69,star-wars-toys,0
CGW69,star-wars-hot-wheels,0
CGW69,all-brands,0
CGW69,hot-wheels-single-cars,0
CGW69,hot-wheels-cars-vehicles,0
CGW69,hot-wheels,0
CGW69,vehicles-remote-control-cars,0
CGW92,toys-for-collectors,0
CGW92,collectible-toys,0
CGW92,collectible-toy-vehicles,0
CGW92,hot-wheels-collectibles,0
CGW92,star-wars-hot-wheels,0
CGW92,star-wars-toys,0
CGW92,all-brands,0
CGW92,hot-wheels-multi-car-packs,28
CGW92,hot-wheels-cars-vehicles,0
CGW92,hot-wheels,0
CGW92,vehicles-remote-control-cars,99
CGW95,star-wars-hot-wheels,999
CGW95,toys-for-collectors,0
CGW95,star-wars-toys,0
CGW95,hot-wheels-cars-vehicles,99
CGW95,collectible-toys,0
CGW95,hot-wheels-multi-car-packs,6
CGW95,collectible-toy-vehicles,0
CGW95,vehicles-remote-control-cars,99
CGW95,all-brands,0
CGW95,hot-wheels,76
CGW95,hot-wheels-collectibles,0
CGX06,csr_sm_nla_,0
CGX07,csr_sm_nla_,0
CHF00,csr_sm_nla_,0
CHF01,collectible-toys,0
CHF01,collectible-action-figures,0
CHF01,toys-for-collectors,0
CHF01,sm-no-wtb,0
CHF01,all-brands,0
CHF01,action-figures,23
CHF01,masters-of-universe-toys,0
CHF04,csr_sm_nla_,0
CHF05,collectible-toys,0
CHF05,collectible-action-figures,0
CHF05,toys-for-collectors,0
CHF05,sm-no-wtb,0
CHF05,all-brands,0
CHF05,masters-of-universe-toys,0
CHF05,action-figures,25
CHF07,csr_sm_nla_,0
CHF09,collectible-toys,0
CHF09,collectible-action-figures,0
CHF09,toys-for-collectors,0
CHF09,sm-no-wtb,0
CHF09,all-brands,0
CHF09,action-figures,27
CHF09,masters-of-universe-toys,0
CHF10,collectible-toys,0
CHF10,collectible-action-figures,0
CHF10,toys-for-collectors,0
CHF10,sm-no-wtb,0
CHF10,all-brands,0
CHF10,action-figures,28
CHF10,masters-of-universe-toys,0
CHF11,csr_sm_nla_,0
CHF12,collectible-toys,0
CHF12,collectible-action-figures,0
CHF12,toys-for-collectors,0
CHF12,sm-no-wtb,0
CHF12,all-brands,0
CHF12,action-figures,30
CHF12,masters-of-universe-toys,0
CHF13,collectible-toys,0
CHF13,collectible-action-figures,0
CHF13,toys-for-collectors,0
CHF13,sm-no-wtb,0
CHF13,all-brands,0
CHF13,action-figures,31
CHF13,masters-of-universe-toys,0
CHF14,collectible-toys,0
CHF14,collectible-action-figures,0
CHF14,toys-for-collectors,0
CHF14,sm-no-wtb,0
CHF14,all-brands,0
CHF14,action-figures,32
CHF14,masters-of-universe-toys,0
CHF16,collectible-toys,0
CHF16,collectible-action-figures,0
CHF16,toys-for-collectors,0
CHF16,sm-no-wtb,0
CHF16,all-brands,0
CHF16,action-figures,33
CHF16,masters-of-universe-toys,0
CHF17,csr_sm_nla_,0
CHV37,all-brands,0
CHV37,hot-wheels-monster-jam,35
CHV37,hot-wheels-cars-vehicles,54
CHV37,hot-wheels,55
CHV37,vehicles-remote-control-cars,99
CHV39,sm-pricefix,0
CHV39,csr_sm_nla_,99
CHV55,all-brands,0
CHV55,hot-wheels-monster-jam,37
CHV55,hot-wheels,99
